"category","source","count","channels","example_title","example_url"
"地方政府/地方主管部门","深圳市生态环境","1","hot","深圳发布2026年度生态环境专项资金申报通知","https://www.ditan.com/news/hot/11046.html"
"地方政府/地方主管部门","深圳市生态环境局","1","hot","深圳市发布2024年度碳排放配额分配方案","https://www.ditan.com/news/hot/4947.html"
"其他/待人工判断","沈阳生态环境","1","hot","无害化处置率100%！沈阳构建城镇污泥本域化多元化处理模式","https://www.ditan.com/news/hot/7827.html"
"地方政府/地方主管部门","沈阳市工业和信息化局","1","hot","辽宁开始布局零碳工厂｜沈阳市开展“零碳” 工厂建设典型案例遴选工作","https://www.ditan.com/news/hot/3476.html"
"其他/待人工判断","生态环境","1","hot","44个！生态环境部公布第一批通过评估的清洁生产审核创新试点项目名单","https://www.ditan.com/news/hot/5064.html"
"中央部委/国务院/监管","生态环境部 交通运输部","1","hot","关于发布《温室气体自愿减排项目方法学 公路隧道照明系统节能（CCER—07—001—V01）》的通知","https://www.ditan.com/news/hot/6555.html"
"中央部委/国务院/监管","生态环境部办公厅","1","hot","关于做好2023—2025年发电行业企业温室气体排放报告管理有关工作的通知","https://www.ditan.com/news/hot/192.html"
"中央部委/国务院/监管","生态环境部环境规划院","1","hot","李强签署国务院令 公布《生态保护补偿条例》","https://www.ditan.com/news/hot/3570.html"
"其他/待人工判断","石岛湾核电","1","hot","华能石岛湾核电入列全球十大工程，彰显科技实力","https://www.ditan.com/news/hot/6406.html"
"行业媒体/垂直资讯","世纪能源网","1","hot","1月，8名能源央企主要领导人被查","https://www.ditan.com/news/hot/1391.html"
"行业媒体/垂直资讯","世纪新能源网","1","bidding","广州发展湖北洪湖钠离子储能电站50MW/100MWh项目EPC招标","https://www.ditan.com/news/bidding/3520.html"
"协会/联盟/研究机构","世界经济论坛微信公众号","1","interview","何立峰:中国将全面实施碳排放总量和强度双控制度","https://www.ditan.com/news/interview/10149.html"
"其他/待人工判断","世界农化网","1","hot","欧盟即将通过立法，″碳中和″标签时代可能提前落幕？！","https://www.ditan.com/news/hot/1261.html"
"企业/项目公司","世界政经科技论坛","1","interview","中澳合作引领低碳未来，专家共话双边可持续发展","https://www.ditan.com/news/interview/414.html"
"会议/活动/展会","世展网","1","hot","【2024.6.5-6.8】第二届上海国际碳中和博览会：“碳”寻创新科技，掘金“双碳“浪潮","https://www.ditan.com/news/hot/3148.html"
"其他/待人工判断","视知产研院","1","hot","比亚迪凭借安全性能又中全球电池储能大单","https://www.ditan.com/news/hot/4869.html"
"其他/待人工判断","首都之窗","1","hot","《北京市碳排放权交易管理办法》印发","https://www.ditan.com/news/hot/1671.html"
"企业/项目公司","首席能源观","1","interview","李健：能源央企如何发挥科技创新主体作用","https://www.ditan.com/news/interview/5308.html"
"协会/联盟/研究机构","双碳战略联盟","1","interview","王毅解读 “十五五”：以新能源替代推进降碳转型","https://www.ditan.com/news/interview/9411.html"
"其他/待人工判断","水电十六局","1","hot","中国电建丰宁 100 兆瓦牧光储氢一体化项目竣工并网","https://www.ditan.com/news/hot/6104.html"
"企业/项目公司","水务科技博览会","1","themes","观展指南丨2025深圳国际水务科技博览会11月24日开幕，观展必读","https://www.ditan.com/news/themes/8794.html"
"其他/待人工判断","硕电汇","1","hot","国家能源局发布2026年2月绿证核发与交易数据","https://www.ditan.com/news/hot/100602.html"
"地方政府/地方主管部门","四川技能大赛—2024年四川省工业和信息化技术技能大赛（电力监控系统网络 安全管理赛项）圆满闭幕","1","hot","四川技能大赛—2024年四川省工业和信息化技术技能大赛（电力监控系统网络 安全管理赛项）圆满闭幕","https://www.ditan.com/news/hot/5888.html"
"其他/待人工判断","四川经济和信息化厅","1","hot","四川：对实施光伏等绿色低碳制造业企业用能激励的市（州）给予奖励","https://www.ditan.com/news/hot/5690.html"
"其他/待人工判断","四川日报","1","hot","每年安排30亿元！四川加大力度支持工业领域设备升级改造","https://www.ditan.com/news/hot/5097.html"
"其他/待人工判断","四川生态环境","1","hot","四川加大绿色金融供给，助力美丽四川建设","https://www.ditan.com/news/hot/11485.html"
"地方政府/地方主管部门","四川省节能低碳协会","1","themes","2025中国碳中和技术大会在成都隆重举行，共探绿色低碳发展新路径","https://www.ditan.com/news/themes/7438.html"
"地方政府/地方主管部门","四川省商务厅","1","hot","四川：转让旧车并购买新能源乘用车新车最高补贴1.7万元","https://www.ditan.com/news/hot/5601.html"
"地方政府/地方主管部门","四川省循环经济协会","1","hot","国内首个！《零碳智慧变电站评价规范》团体标准发布","https://www.ditan.com/news/hot/7577.html"
"地方政府/地方主管部门","四川省自然资源厅","1","hot","四川省多部门联合印发重大电网项目保障机制","https://www.ditan.com/news/hot/10976.html"
"其他/待人工判断","四川在线","1","hot","1月28日国内首个水光蓄储一体化光伏项目投产","https://www.ditan.com/news/hot/10318.html"
"其他/待人工判断","搜狐","1","hot","小米集团发布气候行动白皮书：承诺2040年实现碳中和","https://www.ditan.com/news/hot/702.html"
"其他/待人工判断","搜狐网","1","hot","生物质能碳捕集与封存技术：前景与挑战并存","https://www.ditan.com/news/hot/6613.html"
"地方政府/地方主管部门","苏州市人民政府","1","hot","《国家碳达峰试点（苏州工业园区）实施方案》印发","https://www.ditan.com/news/hot/3962.html"
"行业媒体/垂直资讯","索比氢能网","1","hot","取消制氢计划！英国海上风电项目专注供电","https://www.ditan.com/news/hot/1669.html"
"其他/待人工判断","塔河宣传","1","hot","我国最北风电项目首台风机吊装完成","https://www.ditan.com/news/hot/8277.html"
"其他/待人工判断","台海网","1","hot","厦门企业千亿级突围发展新型储能","https://www.ditan.com/news/hot/100674.html"
"地方政府/地方主管部门","台山市人民政府","1","hot","广东台山市碳达峰实施方案：鼓励重点用能单位通过绿电交易、认购绿证等方式提高可再生能源利用比例","https://www.ditan.com/news/hot/4909.html"
"地方政府/地方主管部门","太仓市人民政府","1","hot","江苏太仓市：加快新污染物治理监测分析、技术攻关和监督执法等能力提升","https://www.ditan.com/news/hot/6593.html"
"其他/待人工判断","太平洋网络","1","hot","美国证监会发布气候信息披露新规 放宽温室气体排放强制披露要求","https://www.ditan.com/news/hot/1651.html"
"地方政府/地方主管部门","泰安市发改委","1","hot","大力推动智能微电网！山东泰安召开新闻发布会","https://www.ditan.com/news/hot/8236.html"
"公众号/自媒体/个人号","碳道","1","hot","北京市十六届人大提及 2026 年能源发展目标及储能设施作用","https://www.ditan.com/news/hot/10210.html"
"公众号/自媒体/个人号","碳管家","1","hot","重磅！2025版国家级绿色工厂评价通则更新在即","https://www.ditan.com/news/hot/7311.html"
"其他/待人工判断","碳减派","1","hot","德国将允许海底碳运输和储存","https://www.ditan.com/news/hot/1539.html"
"公众号/自媒体/个人号","碳界","1","interview","朱云来双碳最新演讲：局面严峻至极","https://www.ditan.com/news/interview/5589.html"
"公众号/自媒体/个人号","碳界公众号","1","hot","拜登更新 NDC 目标，特朗普或大幅调整气候政策","https://www.ditan.com/news/hot/6425.html"
"其他/待人工判断","碳排放交易网","1","hot","欧洲气候变化诉讼：工具、案例与挑战》","https://www.ditan.com/news/hot/6995.html"
"企业/项目公司","碳排放权登记结算(武汉)有限责任公司","1","hot","全国碳排放权交易市场重点排放单位使用CCER抵销配额清缴操作指南","https://www.ditan.com/news/hot/8874.html"
"其他/待人工判断","碳中宝","1","hot","Verra对中国37个水稻项目实施制裁","https://www.ditan.com/news/hot/5142.html"
"其他/待人工判断","碳中和学习与实践","1","bidding","这个地方分布式光伏项目最高奖励0.12元/千瓦时！","https://www.ditan.com/news/bidding/735.html"
"地方政府/地方主管部门","唐山市工业和信息化局","1","hot","唐山培育国家级绿色工厂19家、省级绿色工厂26家","https://www.ditan.com/news/hot/8570.html"
"交易/招标/采购平台","天工e招","1","bidding","金风科技秦皇岛50万千瓦海上风电EPC工程招标启动","https://www.ditan.com/news/bidding/10075.html"
"企业/项目公司","天合光能","1","interview","高纪凡：呼吁合作创新 共同探索中国光伏产业高质量发展之路","https://www.ditan.com/news/interview/5688.html"
"企业/项目公司","天合元氢","1","interview","天合元氢副总裁卞铁铮博士：光储氢一体化推动欧洲大型绿氢项目落地","https://www.ditan.com/news/interview/5247.html"
"会议/活动/展会","天津国际智能阀门泵业展览会邀请函","1","hot","天津国际智能阀门泵业展览会邀请函","https://www.ditan.com/news/hot/5980.html"
"地方政府/地方主管部门","天津市发展改革委","1","hot","天津市印发 2026 年重点建设及储备项目安排意见","https://www.ditan.com/news/hot/10749.html"
"地方政府/地方主管部门","天津市机关事务管理局","1","hot","天津发布2026公共机构节约能源资源工作安排","https://www.ditan.com/news/hot/10791.html"
"地方政府/地方主管部门","天津市南开区人民政府","1","hot","天津市南开区碳达峰试点实施方案","https://www.ditan.com/news/hot/5010.html"
"地方政府/地方主管部门","天津市人民政府","1","hot","天津：鼓励光伏等企业更新一批高技术、高效率、高可靠性的先进设备","https://www.ditan.com/news/hot/5273.html"
"地方政府/地方主管部门","天津市生态环境局","1","hot","天津市发布废弃电器电子产品处理发展规划征求意见稿","https://www.ditan.com/news/hot/10574.html"
"地方政府/地方主管部门","天津市政府","1","hot","天津：多管齐下，力推空气质量持续改善至 2025 年","https://www.ditan.com/news/hot/6120.html"
"其他/待人工判断","天源环保","1","hot","国内首座工业污泥处置资源化项目并网发电","https://www.ditan.com/news/hot/6475.html"
"地方政府/地方主管部门","通辽市人民政府","1","hot","内蒙古通辽印发加快推进电网项目建设等若干措施","https://www.ditan.com/news/hot/8492.html"
"其他/待人工判断","通向碳中和","1","hot","欧盟碳清除认证框架立法加速：欧委会与欧洲议会即将开始谈判","https://www.ditan.com/news/hot/532.html"
"其他/待人工判断","突发！欧盟撤回反漂绿立法，“碳中和”","1","hot","突发！欧盟撤回反漂绿立法，“碳中和”标签又能贴了？","https://www.ditan.com/news/hot/8061.html"
"地方政府/地方主管部门","屯留经济技术开发区","1","hot","华能洛阳热电与屯留经开区深化零碳园区合作","https://www.ditan.com/news/hot/8341.html"
"公众号/自媒体/个人号","维度系列","1","hot","两会来了！2024有什么新双碳提案？！","https://www.ditan.com/news/hot/1570.html"
"地方政府/地方主管部门","温岭市人民政府","1","hot","浙江温岭下达2024年迎峰度冬有序用电方案","https://www.ditan.com/news/hot/5868.html"
"其他/待人工判断","温州发布","1","hot","800MW海上风电项目签约！","https://www.ditan.com/news/hot/3601.html"
"地方政府/地方主管部门","温州市发改委","1","hot","温州市能源领域设备更新专项行动方案发布 大力推进智能开关站所、台区建设改造","https://www.ditan.com/news/hot/4565.html"
"官方媒体/主流媒体","文汇","1","hot","打造“绿色低碳”闪亮名片，奉贤区海湾镇召开2024低碳发展促进大会","https://www.ditan.com/news/hot/3705.html"
"企业/项目公司","沃太能源","1","hot","ESIE2024展会直击！沃太能源创新""平台+项目""模式，吸睛无数","https://www.ditan.com/news/hot/3600.html"
"地方政府/地方主管部门","乌兰察布市政府","1","hot","乌兰察布市空气质量持续改善行动具体实施方案","https://www.ditan.com/news/hot/5750.html"
"行业媒体/垂直资讯","乌兹别克斯坦泽拉夫善风电EPC项目部","1","hot","乌兹首个大型风电项目首批风机成功完成168小时可靠性运行","https://www.ditan.com/news/hot/3595.html"
"地方政府/地方主管部门","无锡高新区管委会","1","hot","无锡高新区节能降碳绿色发展政策2.0版征求意见，最高奖励100万","https://www.ditan.com/news/hot/8477.html"
"地方政府/地方主管部门","无锡市人民政府办公室","1","hot","无锡市加快构建碳排放双控制度体系工作方案印发","https://www.ditan.com/news/hot/7551.html"
"其他/待人工判断","西安发布","1","hot","西安发布储能电站、综合能源服务站和大功率充电设施布局规划蓝皮书（2026-2030）","https://www.ditan.com/news/hot/100944.html"
"地方政府/地方主管部门","西安发改委","1","hot","西安发布2026-2030年储能等设施布局规划蓝皮书","https://www.ditan.com/news/hot/101090.html"
"地方政府/地方主管部门","西安市发改委","1","hot","西安：大力发展氢能、新型储能等绿色低碳产业","https://www.ditan.com/news/hot/10814.html"
"地方政府/地方主管部门","西安市公共资源交易中心","1","bidding","1.3亿！陕西西安临潼开发区绿源污水处理厂扩容改造项目EPC总承包资格预审公告","https://www.ditan.com/news/bidding/3827.html"
"地方政府/地方主管部门","西安市人民政府","1","hot","陕西西安：拓展储能在可再生能源消纳、不间断电源、电网调频等领域的场景应用","https://www.ditan.com/news/hot/4741.html"
"企业/项目公司","西藏开发投资集团有限公司","1","hot","西藏开投加查县惹米 20MW 光储项目通过现场质量检查","https://www.ditan.com/news/hot/6369.html"
"中央部委/国务院/监管","西省发展和改革委员会","1","hot","江西印发推进算力高质量发展若干措施","https://www.ditan.com/news/hot/9685.html"
"地方政府/地方主管部门","咸宁市人民政府","1","hot","咸宁新质生产力三年规划（2024 - 2026）：创新驱动、绿色低碳，打造高质量发展先行区","https://www.ditan.com/news/hot/6122.html"
"官方媒体/主流媒体","现代快报","1","hot","北极“无冰之夏”或将提前到来，这将造成哪些影响？","https://www.ditan.com/news/hot/1677.html"
"地方政府/地方主管部门","襄阳市公共资源电子交易平台","1","bidding","超8亿！湖北南漳县水库综合整治项目EPC工程总承包中标候选人公示！","https://www.ditan.com/news/bidding/3533.html"
"地方政府/地方主管部门","襄阳市人民政府","1","hot","《国家碳达峰试点（襄阳）实施方案》发布","https://www.ditan.com/news/hot/4686.html"
"其他/待人工判断","襄阳晚报","1","hot","三峡集团获湖北100万千瓦风电项目指标！总投资70亿元！","https://www.ditan.com/news/hot/3625.html"
"其他/待人工判断","消费日报网","1","hot","突显四大亮点 首发四大项目——北京文化产业园区展亮相服贸会","https://www.ditan.com/news/hot/100.html"
"地方政府/地方主管部门","萧山区人民政府","1","hot","萧山区 2023 年度光伏发电项目补助资金发放通知","https://www.ditan.com/news/hot/6448.html"
"中央部委/国务院/监管","孝感市发展和改革委员会","1","hot","湖北孝感：已建成充电桩9808个，换电站6座，超充站12座","https://www.ditan.com/news/hot/5374.html"
"其他/待人工判断","新华财经","1","hot","中国在共建“一带一路”国家的绿色低碳能源投资已超传统能源","https://www.ditan.com/news/hot/287.html"
"中央部委/国务院/监管","新华社、VOA、生态环境部、参考消息、中国政府网","1","hot","两个全球最大碳排放大国再次开展气候谈判","https://www.ditan.com/news/hot/3848.html"
"官方媒体/主流媒体","新华社客户端","1","hot","抢夺资源 转移污染——起底西方气变政策背后的“碳殖民主义”","https://www.ditan.com/news/hot/707.html"
"其他/待人工判断","新疆电建","1","hot","哈密北100万千瓦风储一体化项目完成全部风机基础浇筑","https://www.ditan.com/news/hot/7764.html"
"其他/待人工判断","新疆电视台","1","hot","1-4月新疆铁路发运煤炭5381万吨 同比增长21.3%","https://www.ditan.com/news/hot/3877.html"
"地方政府/地方主管部门","新疆维吾尔自治区生态环境厅","1","hot","《新疆维吾尔自治区关于加强生态环境分区管控的实施意见》征求意见","https://www.ditan.com/news/hot/5254.html"
"其他/待人工判断","新疆新华水电","1","hot","青海德令哈抽水蓄能电站可研报告审查会在西宁召开","https://www.ditan.com/news/hot/6102.html"
"地方政府/地方主管部门","新绛县人民政府","1","hot","10类屋顶禁止建分布式光伏项目！山西新绛县发文！","https://www.ditan.com/news/hot/5484.html"
"官方媒体/主流媒体","新京报零碳研究院","1","hot","COP28闭幕，首次全球盘点形成了哪些共识和成果？","https://www.ditan.com/news/hot/835.html"
"其他/待人工判断","新浪网","1","hot","美国废除甲烷排放费，市场与环保领域受冲击","https://www.ditan.com/news/hot/7010.html"
"地方政府/地方主管部门","新密市人民政府","1","hot","河南新密 2025：多领域谋发展，推动高质量跨越","https://www.ditan.com/news/hot/6898.html"
"行业媒体/垂直资讯","新能源采编","1","hot","美国首座货运电动卡车充电站在加州投入运营","https://www.ditan.com/news/hot/3562.html"
"行业媒体/垂直资讯","新能源网","1","hot","Cepsa开始向挪威邮轮公司提供第二代生物燃料","https://www.ditan.com/news/hot/5277.html"
"地方政府/地方主管部门","新吴区建设工程安全质量监督站","1","hot","无锡市2024年第四季度大气污染防治“百日攻坚”行动方案","https://www.ditan.com/news/hot/5833.html"
"地方政府/地方主管部门","信阳市电子招标投标公共服务平台","1","bidding","河南信阳市浉河区“源网荷储”一体化项目招标文件预公示","https://www.ditan.com/news/bidding/7530.html"
"其他/待人工判断","信语南水北调","1","hot","重要突破！南水北调中线西黑山水电站正式并网发电","https://www.ditan.com/news/hot/8173.html"
"地方政府/地方主管部门","烟台市工业和信息化局","1","hot","烟台市开展 2025 年度市级绿色制造名单推荐工作","https://www.ditan.com/news/hot/6901.html"
"地方政府/地方主管部门","烟台市人民政府","1","hot","烟台市2025年碳达峰碳中和专项资金拟支持项目公示","https://www.ditan.com/news/hot/8542.html"
"地方政府/地方主管部门","盐城市人民政府","1","hot","江苏盐城沿海绿电直连方案印发：7大区域规划风光项目约75.5GW","https://www.ditan.com/news/hot/8757.html"
"官方媒体/主流媒体","央视财经","1","hot","绿色燃料首入政府工作报告 中国绿氨项目加速出海","https://www.ditan.com/news/hot/100834.html"
"官方媒体/主流媒体","央视新闻网","1","hot","全国首个，山东唯一！百万千瓦级海上光伏项目并网","https://www.ditan.com/news/hot/6039.html"
"官方媒体/主流媒体","羊城晚报","1","hot","广东首单分布式光伏绿电交易鸣锣开市","https://www.ditan.com/news/hot/1703.html"
"地方政府/地方主管部门","阳春市人民政府","1","hot","广东阳春市：培育发展绿色能源产业，重点推进风电、太阳能、抽水蓄能等产业","https://www.ditan.com/news/hot/4801.html"
"交易/招标/采购平台","阳光采购服务平台","1","bidding","总量约292！山东莱州充电桩、储能柜招标！","https://www.ditan.com/news/bidding/8781.html"
"地方政府/地方主管部门","洋县人民政府","1","hot","陕西洋县发布实施方案，全力推进气象事业高质量发展","https://www.ditan.com/news/hot/6626.html"
"行业媒体/垂直资讯","邀请函--2025世界太阳能光伏暨储能产业博览会（广州光伏展）","1","hot","邀请函--2025世界太阳能光伏暨储能产业博览会（广州光伏展）","https://www.ditan.com/news/hot/5037.html"
"企业/项目公司","一汽解放","1","hot","一汽解放 6DV 超级工厂投产暨首款氢气发动机发布","https://www.ditan.com/news/hot/6238.html"
"企业/项目公司","亿华通","1","hot","亿华通正式签署分散式风电储能项目订单","https://www.ditan.com/news/hot/100645.html"
"其他/待人工判断","亿通国际","1","themes","APCIC亚太碳中和创新示范社区发起单位介绍","https://www.ditan.com/news/themes/7695.html"
"其他/待人工判断","易车讯","1","hot","比亚迪将推出第五代DM系统 百公里油耗2.9L/综合续航近2000km","https://www.ditan.com/news/hot/1693.html"
"企业/项目公司","应对极端天气，如何加固能源安全“防护网”?","1","hot","应对极端天气，如何加固能源安全“防护网”?","https://www.ditan.com/news/hot/31.html"
"地方政府/地方主管部门","营口市工信局","1","hot","辽宁营口发布〈2024 年有序用电方案〉修订通知及解读","https://www.ditan.com/news/hot/6056.html"
"行业媒体/垂直资讯","赢科储能","1","bidding","1.5GWh！赢科储能发布磷酸铁锂电芯年度集采公告","https://www.ditan.com/news/bidding/3155.html"
"企业/项目公司","永福股份","1","hot","永福绿能仙游县光伏篮球场+光储充停车棚一体化项目投用","https://www.ditan.com/news/hot/100752.html"
"其他/待人工判断","友绿网","1","hot","金融赋能零碳园区：江苏推零碳园区贷破解转型难题","https://www.ditan.com/news/hot/101061.html"
"企业/项目公司","柚子的能源碎碎念","1","interview","政策解读| 《关于促进电网高质量发展的指导意见》","https://www.ditan.com/news/interview/9654.html"
"行业媒体/垂直资讯","远景储能","1","hot","远景储能钱振华：聚焦价值创造，创新智能交易与构网技术","https://www.ditan.com/news/hot/6374.html"
"企业/项目公司","远景科技集团","1","hot","上海市委书记陈吉宁同山东省委书记林武、省长周乃翔一行考察远景","https://www.ditan.com/news/hot/3748.html"
"海外/国际媒体机构","越通社","1","hot","印尼与韩国深化清洁能源及电动汽车领域合作","https://www.ditan.com/news/hot/7245.html"
"地方政府/地方主管部门","云南发改委","1","hot","十问十答｜云南省优化调整分时电价政策","https://www.ditan.com/news/hot/6118.html"
"地方政府/地方主管部门","云南能监办","1","hot","云南绿色电力交易实施细则（征求意见稿）：按照“月结月清”的原则开展结算","https://www.ditan.com/news/hot/5848.html"
"其他/待人工判断","云南人大","1","hot","《云南省九大高原湖泊入湖河道保护条例（草案）》公开征求意见！","https://www.ditan.com/news/hot/5541.html"
"其他/待人工判断","云南日报","1","hot","“绿色铝谷”在崛起","https://www.ditan.com/news/hot/101.html"
"地方政府/地方主管部门","云南省财政厅","1","hot","云南废弃电器电子产品处理专项资金管理办法发布","https://www.ditan.com/news/hot/9744.html"
"地方政府/地方主管部门","云南省发改委","1","hot","云南省下发促进绿色电力消纳若干措施","https://www.ditan.com/news/hot/11157.html"
"中央部委/国务院/监管","云南省发展和改革委员会","1","hot","云南：推动15个省级零碳园区（2个国家级）建设","https://www.ditan.com/news/hot/10509.html"
"地方政府/地方主管部门","云南省工业和信息化厅","1","hot","实施绿色装备推广行动 云南省发布推动工业领域设备更新实施方案","https://www.ditan.com/news/hot/5696.html"
"地方政府/地方主管部门","云南省人民政府办公厅","1","hot","云南省印发产业园区发展行动方案","https://www.ditan.com/news/hot/10356.html"
"其他/待人工判断","云南印发 2026 电网优先发电计划 西电东送 1533 亿千瓦时","1","hot","云南印发 2026 电网优先发电计划 西电东送 1533 亿千瓦时","https://www.ditan.com/news/hot/9290.html"
"其他/待人工判断","云深处","1","hot","云深处 X30 四足机器人助力新加坡电力隧道巡检革新","https://www.ditan.com/news/hot/6323.html"
"企业/项目公司","在和之洲-工程公司 山东院","1","hot","上饶百万机，一日三达里程碑！","https://www.ditan.com/news/hot/7934.html"
"企业/项目公司","展会邀请函-侨交会（迪拜）智能科技展","1","hot","展会邀请函-侨交会（迪拜）智能科技展","https://www.ditan.com/news/hot/5067.html"
"地方政府/地方主管部门","漳州市发改委","1","hot","诏安超大圆柱钠离子储能电池中试基地开工","https://www.ditan.com/news/hot/7091.html"
"地方政府/地方主管部门","漳州市工信局","1","hot","福建漳州：“十四五”期间光伏项目预计新增投产300万千瓦以上","https://www.ditan.com/news/hot/3590.html"
"地方政府/地方主管部门","漳州市工业和信息化局","1","hot","福建漳州：鼓励化工园区与风电、光伏等供应企业协作 提高清洁能源消纳比例","https://www.ditan.com/news/hot/5360.html"
"地方政府/地方主管部门","漳州市人民政府","1","hot","福建漳州：大力发展海上风电、光伏等新能源产业 努力建设全国重要的清洁能源基地","https://www.ditan.com/news/hot/5792.html"
"官方媒体/主流媒体","长江日报","1","interview","专家预测2050年碳价格逼近1000元/吨，建议武汉像打造光谷一样打造“绿谷”","https://www.ditan.com/news/interview/201.html"
"其他/待人工判断","长江商报","1","hot","大金重工法国项目交付过半 出口爆发收入占比升至44%","https://www.ditan.com/news/hot/3540.html"
"其他/待人工判断","长沙晚报","1","hot","长沙 2024 年发展回顾与 2025 年重点工作规划：迈向高质量发展新征程","https://www.ditan.com/news/hot/6615.html"
"其他/待人工判断","浙江发改","1","hot","浙江省新能源汽车产业基金在杭签约发布","https://www.ditan.com/news/hot/6899.html"
"地方政府/地方主管部门","浙江省财政厅","1","hot","浙江加强中央生态环境资金管理新规：提升效益，助力美丽建设","https://www.ditan.com/news/hot/6423.html"
"地方政府/地方主管部门","浙江省经济和信息化厅","1","hot","浙江公布2025年省级特色产业园名单","https://www.ditan.com/news/hot/11317.html"
"地方政府/地方主管部门","浙江省经信厅","1","hot","浙江：工业互联网平台项目申报工作启动","https://www.ditan.com/news/hot/6209.html"
"地方政府/地方主管部门","浙江省可持续发展研究会","1","hot","深化ESG实践与新质生产力发展——浙江省可持续发展研究会ESG专委会2026年季度会议圆满举行","https://www.ditan.com/news/hot/100660.html"
"地方政府/地方主管部门","浙江省政府采购网","1","bidding","浙江宁波钢铁50MW/100MWh用户侧储能项目PC及运维招标","https://www.ditan.com/news/bidding/3154.html"
"其他/待人工判断","浙能科环","1","hot","浙能科环两地环保项目同日开工","https://www.ditan.com/news/hot/7999.html"
"企业/项目公司","正泰电源","1","hot","正泰电源液冷储能系统助力浙江海宁厂区能源优化","https://www.ditan.com/news/hot/6166.html"
"中央部委/国务院/监管","证监会","1","hot","证监会发布实施意见，聚焦金融 “五篇大文章” 助力发展","https://www.ditan.com/news/hot/6796.html"
"中央部委/国务院/监管","郑州市发展和改革委员会","1","hot","河南郑州市落实碳排放双控制度体系工作方案政策解读","https://www.ditan.com/news/hot/8198.html"
"地方政府/地方主管部门","郑州市工业和信息化局","1","hot","最高补贴2000万元 河南郑州持续加大工业绿色微电网和源网荷储项目建设支持力度","https://www.ditan.com/news/hot/5701.html"
"地方政府/地方主管部门","郑州市人民政府","1","hot","2500辆氢车！200座加氢站！河南郑州氢能产业发展中长期规划发布","https://www.ditan.com/news/hot/3556.html"
"其他/待人工判断","政府网","1","hot","十部委“双碳”协同指南发布！","https://www.ditan.com/news/hot/5068.html"
"央国企/能源集团/电网","中车能源","1","hot","勇闯“无人区”！全球海拔最高风电项目首台机组成功吊装","https://www.ditan.com/news/hot/4630.html"
"企业/项目公司","中船海装","1","hot","借势“韦帕”，中船科技防城港机组发电量创新高","https://www.ditan.com/news/hot/7851.html"
"协会/联盟/研究机构","中电联法律分会","1","hot","“双碳”目标下电力市场与碳市场联动法律保障问题探讨","https://www.ditan.com/news/hot/7937.html"
"其他/待人工判断","中工汽车网","1","hot","87年首次，大众考虑关闭德国工厂","https://www.ditan.com/news/hot/5205.html"
"其他/待人工判断","中工网","1","themes","【政府指导·行业盛会】 2025中国化工园区可持续发展大会邀您共赴绿色未来！​","https://www.ditan.com/news/themes/7258.html"
"中央部委/国务院/监管","中共中央办公厅、国务院办公厅","1","hot","中共中央办公厅、国务院办公厅发布《关于更高水平更高质量做好节能降碳工作的意见》","https://www.ditan.com/news/hot/101203.html"
"其他/待人工判断","中关村在线","1","hot","2月公共充电桩环比增加4.4万台","https://www.ditan.com/news/hot/1672.html"
"央国企/能源集团/电网","中广核能源国际","1","hot","中广核“落子”非洲","https://www.ditan.com/news/hot/3989.html"
"其他/待人工判断","中国报道","1","themes","首席双碳官（CCO）激活企业高质量发展新动能","https://www.ditan.com/news/themes/7850.html"
"央国企/能源集团/电网","中国电建湖北工程公司、四川院、上海电建公司","1","hot","世界首个柔性特高压直流工程甘3标段全线贯通","https://www.ditan.com/news/hot/100744.html"
"央国企/能源集团/电网","中国电建集团","1","hot","华能金坛盐穴储能电站2号机组转子穿装完成","https://www.ditan.com/news/hot/100779.html"
"交易/招标/采购平台","中国电建阳光采购网官网","1","bidding","中国电建招标31GW光伏组件 分三类包件采购","https://www.ditan.com/news/bidding/9273.html"
"交易/招标/采购平台","中国电力招标网","1","bidding","山西大同 200MW/400MWh 储能电站 EPC 招标 接受联合体","https://www.ditan.com/news/bidding/9202.html"
"央国企/能源集团/电网","中国电气装备","1","hot","中国电气装备集团数字科技有限公司揭牌成立","https://www.ditan.com/news/hot/7651.html"
"其他/待人工判断","中国电信","1","bidding","中国电信湖北黄冈2025年储能一体化系统建设项目EPC招标","https://www.ditan.com/news/bidding/8777.html"
"协会/联盟/研究机构","中国电子技术标准化研究院","1","hot","碳达峰碳中和工作简报（2024年1月刊）-电子标准院","https://www.ditan.com/news/hot/1666.html"
"协会/联盟/研究机构","中国钢铁工业协会","1","hot","中国低碳排放钢推广专题会议在澳门成功举办","https://www.ditan.com/news/hot/100860.html"
"其他/待人工判断","中国工业报","1","hot","储能报价屡创新低，379家企业入场厮杀","https://www.ditan.com/news/hot/1717.html"
"会议/活动/展会","中国国际发展知识中心","1","hot","《中国落实2030年可持续发展议程进展报告（2025）》发布","https://www.ditan.com/news/hot/9613.html"
"企业/项目公司","中国海洋石油集团","1","hot","渤海首个千亿方大气田累产天然气突破10亿立方米","https://www.ditan.com/news/hot/5078.html"
"其他/待人工判断","中国核电","1","hot","中国核电: 一季度新能源发电量累计74.16亿千瓦时,同比增长60.66%","https://www.ditan.com/news/hot/3531.html"
